T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
48,Bahrain,1995,Tourism expenditure (millions of US dollars),,,593,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
48,Bahrain,2005,Tourism expenditure (millions of US dollars),,,"1,603",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
48,Bahrain,2010,Tourism expenditure (millions of US dollars),,,"2,163",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
48,Bahrain,2018,Tourism expenditure (millions of US dollars),,,"3,834",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
48,Bahrain,2019,Tourism expenditure (millions of US dollars),,,"3,860",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
48,Bahrain,2020,Tourism expenditure (millions of US dollars),,,724,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,1995,Tourist/visitor arrivals (thousands),TF,,156,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2005,Tourist/visitor arrivals (thousands),TF,,208,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2010,Tourist/visitor arrivals (thousands),TF,,139,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2018,Tourist/visitor arrivals (thousands),TF,,267,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2019,Tourist/visitor arrivals (thousands),TF,,323,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2020,Tourist/visitor arrivals (thousands),TF,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2005,Tourism expenditure (millions of US dollars),,,82,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2010,Tourism expenditure (millions of US dollars),,,103,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2018,Tourism expenditure (millions of US dollars),,,357,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2019,Tourism expenditure (millions of US dollars),,,391,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
50,Bangladesh,2020,Tourism expenditure (millions of US dollars),,,218,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,1995,Tourist/visitor arrivals (thousands),TF,,442,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2005,Tourist/visitor arrivals (thousands),TF,,548,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2010,Tourist/visitor arrivals (thousands),TF,,532,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2018,Tourist/visitor arrivals (thousands),TF,,680,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2019,Tourist/visitor arrivals (thousands),TF,,523,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2020,Tourist/visitor arrivals (thousands),TF,,207,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,1995,Tourism expenditure (millions of US dollars),,,628,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2005,Tourism expenditure (millions of US dollars),,,905,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2010,Tourism expenditure (millions of US dollars),,,"1,041",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2018,Tourism expenditure (millions of US dollars),,,"1,118",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2019,Tourism expenditure (millions of US dollars),,,"1,250",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
52,Barbados,2020,Tourism expenditure (millions of US dollars),,,577,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2005,Tourist/visitor arrivals (thousands),VF,,"4,738",Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2010,Tourist/visitor arrivals (thousands),VF,,"5,674",Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2018,Tourist/visitor arrivals (thousands),VF,,"11,502",Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2019,Tourist/visitor arrivals (thousands),VF,,"11,832",Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2020,Tourist/visitor arrivals (thousands),VF,,"3,598",Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,1995,Tourism expenditure (millions of US dollars),,,28,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2005,Tourism expenditure (millions of US dollars),,,346,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2010,Tourism expenditure (millions of US dollars),,,665,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2018,Tourism expenditure (millions of US dollars),,,"1,221",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2019,Tourism expenditure (millions of US dollars),,,"1,290",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
112,Belarus,2020,Tourism expenditure (millions of US dollars),,,542,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,1995,Tourist/visitor arrivals (thousands),TCE,,"5,560",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2005,Tourist/visitor arrivals (thousands),TCE,,"6,747",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2010,Tourist/visitor arrivals (thousands),TCE,,"7,186",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2018,Tourist/visitor arrivals (thousands),TCE,,"9,119",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2019,Tourist/visitor arrivals (thousands),TCE,,"9,343",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2020,Tourist/visitor arrivals (thousands),TCE,,"2,584",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2005,Tourism expenditure (millions of US dollars),,,"10,881",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2010,Tourism expenditure (millions of US dollars),,,"12,680",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2018,Tourism expenditure (millions of US dollars),,,"10,319",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2019,Tourism expenditure (millions of US dollars),,,"10,581",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
56,Belgium,2020,Tourism expenditure (millions of US dollars),,,"7,447",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,1995,Tourist/visitor arrivals (thousands),TF,,131,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2005,Tourist/visitor arrivals (thousands),TF,,237,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2010,Tourist/visitor arrivals (thousands),TF,,242,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2018,Tourist/visitor arrivals (thousands),TF,,489,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2019,Tourist/visitor arrivals (thousands),TF,,503,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2020,Tourist/visitor arrivals (thousands),TF,,144,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,1995,Tourism expenditure (millions of US dollars),,,78,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2005,Tourism expenditure (millions of US dollars),,,214,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2010,Tourism expenditure (millions of US dollars),,,264,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2018,Tourism expenditure (millions of US dollars),,,479,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2019,Tourism expenditure (millions of US dollars),,,527,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
84,Belize,2020,Tourism expenditure (millions of US dollars),,,247,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,1995,Tourist/visitor arrivals (thousands),TF,,138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2005,Tourist/visitor arrivals (thousands),TF,,176,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2010,Tourist/visitor arrivals (thousands),TF,,199,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2018,Tourist/visitor arrivals (thousands),TF,,295,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2019,Tourist/visitor arrivals (thousands),TF,,309,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2020,Tourist/visitor arrivals (thousands),TF,,325,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2005,Tourism expenditure (millions of US dollars),,,108,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2010,Tourism expenditure (millions of US dollars),,,149,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2018,Tourism expenditure (millions of US dollars),,,175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2019,Tourism expenditure (millions of US dollars),,,241,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
204,Benin,2020,Tourism expenditure (millions of US dollars),,,202,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
60,Bermuda,1995,Tourist/visitor arrivals (thousands),TF,,387,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
60,Bermuda,2005,Tourist/visitor arrivals (thousands),TF,,270,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
60,Bermuda,2010,Tourist/visitor arrivals (thousands),TF,,232,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
60,Bermuda,2018,Tourist/visitor arrivals (thousands),TF,,282,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
60,Bermuda,2019,Tourist/visitor arrivals (thousands),TF,,269,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
60,Bermuda,2020,Tourist/visitor arrivals (thousands),TF,,42,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
60,Bermuda,1995,Tourism expenditure (millions of US dollars),,,488,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
