Name,FIPS,"% Educational Attainment | Bachelor's degree or higher, 2021 [Estimated]","Population Density (per square mile), 2021 [Estimated]","% Household Size | 1-person household, 2021 [Estimated]","% Household Size | 2-person household, 2021 [Estimated]","% Household Size | 3-person household, 2021 [Estimated]","% Household Size | 4-person household, 2021 [Estimated]","% Household Size | 5-person household, 2021 [Estimated]","% Household Size | 6-person household, 2021 [Estimated]","# Gini Index Of Income Inequality [B19083] | Gini Index, 2019","% Hispanic or Latino | Hispanic or Latino, 2021 [Estimated]"
"Piute County, UT",49031,21.6704,2.492,27.2912,39.5112,6.9246,8.554,5.0916,6.721,0.4068,0.4762
"Placer County, CA",6061,40.2498,280.4919,24.0316,35.559,14.4086,15.5615,6.5002,2.2535,0.4467,14.4791
"Plaquemines Parish, LA",22075,22.1631,29.6863,19.8157,28.0972,24.0564,13.8766,9.3583,1.5542,0.4797,8.6859
"Platte County, MO",29165,43.3346,248.5219,26.2814,36.9145,14.6513,12.1349,6.9464,1.7052,0.4261,6.7692
"Platte County, NE",31141,22.7081,49.638,29.2134,35.1339,10.956,9.781,10.3532,2.1592,0.4138,21.2636
"Platte County, WY",56031,20.7285,4.0971,29.5455,43.7195,8.4066,8.8221,3.7634,2.8348,0.4606,8.6421
"Pleasants County, WV",54073,11.4846,56.7786,24.0866,32.7066,22.4548,14.0475,2.7669,1.1352,0.4908,2.856
"Plumas County, CA",6063,24.7042,7.2438,31.5207,39.834,13.0534,5.6545,4.9808,3.7777,0.4667,9.5869
"Plymouth County, IA",19149,23.1832,29.1958,23.7521,38.8246,13.6713,12.5523,8.1347,0.9341,0.4062,6.3157
"Plymouth County, MA",25023,38.0331,790.8931,24.7306,32.1766,17.1559,14.07,7.2454,2.5942,0.4539,4.5081
"Pocahontas County, IA",19151,12.92,11.5065,31.0065,39.4827,11.6547,9.4422,4.799,1.5581,0.4083,4.1102
"Pocahontas County, WV",54075,15.0779,8.8712,35.4792,40.635,9.5252,8.9135,3.0585,0.5826,0.4773,0.6594
"Poinsett County, AR",5111,11.9909,31.3781,23.1573,35.7031,17.7627,13.0998,5.9383,2.9169,0.4285,3.3115
"Pointe Coupee Parish, LA",22077,16.6873,39.1103,33.9795,33.4178,17.1495,9.0318,2.7095,2.0487,0.5435,3.313
"Polk County, AR",5113,14.4017,23.2752,24.9105,44.2468,10.7782,8.2836,7.4123,1.8143,0.492,7.1701
"Polk County, FL",12105,20.536,397.4056,24.5915,37.3499,14.9257,11.8915,5.9607,2.9642,0.4452,23.9572
"Polk County, GA",13233,12.8825,135.9443,25.5131,32.1828,17.3974,10.1213,8.2156,3.2183,0.4768,14.3263
"Polk County, IA",19153,36.2262,863.9609,29.1636,33.2679,14.6729,12.9551,6.0188,2.3243,0.4403,8.9178
"Polk County, MN",27119,25.4252,16.0065,34.198,32.0873,12.93,8.6603,6.8718,2.151,0.4239,7.0301
"Polk County, MO",29167,20.5376,50.4464,20.7752,39.6254,16.5872,9.9627,7.1794,1.8555,0.436,2.7823
"Polk County, NC",37149,29.0229,86.9126,36.1647,38.5135,8.5586,10.5641,2.0163,1.6517,0.4468,6.4237
"Polk County, NE",31143,22.0811,11.8993,24.7702,41.3177,9.6016,12.1553,7.763,1.8386,0.368,7.0936
"Polk County, OR",41053,31.1795,115.7663,23.7183,37.0044,15.8447,11.9744,6.0099,3.6625,0.4292,14.8238
"Polk County, TN",47139,12.3455,38.8306,22.2018,38.5583,17.7326,11.8611,6.055,2.1756,0.4418,2.3762
"Polk County, TX",48373,14.0332,47.3263,26.7224,31.433,15.7825,14.4563,7.363,1.8215,0.4583,15.9057
"Polk County, WI",55095,21.0808,47.3281,27.8529,39.7316,13.3387,10.0751,4.7987,2.5121,0.4007,2.2185
"Ponce Municipio, PR",72113,27.3637,1146.1809,29.3445,33.0892,17.6143,12.2626,4.255,2.0474,0.572,99.055
"Pondera County, MT",30073,24.4624,3.6194,29.708,40.7855,9.6173,10.2216,5.9919,1.2085,0.4346,2.1769
"Pontotoc County, MS",28115,19.1214,64.5668,22.4575,37.574,14.5155,11.5847,8.848,2.9308,0.4259,8.7277
"Pontotoc County, OK",40123,28.5,53.5145,27.0303,35.577,14.9869,13.1499,5.7876,1.3618,0.4503,5.9297
"Pope County, AR",5115,23.1359,79.1393,28.9006,34.1266,16.6548,11.3533,6.0385,1.1322,0.4696,10.1692
"Pope County, IL",17151,11.9183,11.3188,42.9313,36.8148,10.3289,5.1933,1.4426,2.0773,0.4328,2.8503
"Pope County, MN",27121,22.2208,16.5175,29.6915,41.5406,10.2771,9.9627,5.1287,1.8864,0.4163,1.8266
"Poquoson city, VA",51735,44.0579,783.9349,19.2443,39.3453,15.1142,19.9912,1.1424,2.8779,0.3912,2.9773
"Portage County, OH",39133,29.9704,334.4578,30.2294,33.5743,15.8739,12.0869,4.6357,2.0605,0.4501,2.2047
"Portage County, WI",55097,33.7985,88.2734,27.9482,38.783,13.4224,10.859,4.6944,2.342,0.4347,3.566
"Porter County, IN",18127,29.2546,405.6455,25.8779,35.5867,15.5451,13.9361,5.8164,1.9072,0.4267,10.7551
"Portsmouth city, VA",51740,21.6816,2837.6649,35.8175,29.6512,15.5118,11.7703,3.7248,1.6648,0.4324,5.2965
"Posey County, IN",18129,21.8438,62.506,24.2885,40.0687,15.0932,12.0216,5.9274,1.1384,0.4124,1.5515
"Pottawatomie County, KS",20149,34.9753,29.0851,23.013,33.8654,13.9674,15.8186,5.7311,3.0595,0.3979,5.6353
"Pottawatomie County, OK",40125,18.3922,92.2642,26.3441,33.332,15.0002,15.1548,6.041,2.0987,0.4498,5.6256
"Pottawattamie County, IA",19155,21.8802,98.4576,28.737,36.7294,13.1451,11.9122,4.94,2.3595,0.4241,8.3774
"Potter County, PA",42105,15.0125,15.2665,28.1765,45.2332,10.6487,8.5755,3.471,1.7748,0.4288,1.5932
"Potter County, SD",46107,22.3537,2.7046,31.0053,46.7725,5.291,8.6772,5.5026,0.6349,0.4336,3.1773
"Potter County, TX",48375,14.8739,130.6399,30.1794,28.4501,15.1132,11.742,7.9318,3.5257,0.4772,39.2881
"Powder River County, MT",30075,24.827,0.4697,22.8916,55.2878,4.5515,12.0482,4.2838,0,0.4086,4.0026
"Powell County, KY",21197,16.1298,68.281,20.3785,29.32,23.1441,16.0324,8.4009,1.0605,0.4461,2.0211
"Powell County, MT",30077,20.5084,2.9105,19.7536,54.0452,12.0739,5.5441,6.1602,0.3285,0.4208,1.6839
"Power County, ID",16077,16.6568,5.4522,35.9187,28.7274,4.1792,11.1822,5.4217,10.881,0.4024,35.9943
"Poweshiek County, IA",19157,26.0148,31.2673,30.2255,38.4276,11.4023,10.8857,5.7074,2.3309,0.4595,3.5869
"Powhatan County, VA",51145,29.2313,111.6466,17.0058,41.1197,17.1491,15.353,6.4011,1.6815,0.3764,2.7538
"Prairie County, AR",5117,18.7331,12.4855,34.4336,34.6712,11.1962,8.4764,7.2881,1.7692,0.4579,1.8049
"Prairie County, MT",30079,26.3217,0.7002,28.0702,46.1988,8.3821,9.5517,2.729,2.1442,0.4703,1.5625
"Pratt County, KS",20151,30.0368,12.715,25.6907,43.321,5.0983,11.2219,7.2059,1.3386,0.4275,9.4372
"Preble County, OH",39135,18.2851,96.0831,25.2156,36.4245,14.1244,13.6034,5.2974,3.542,0.4027,1.1089
"Prentiss County, MS",28117,11.9405,60.8528,31.6663,29.3407,17.9725,9.3023,6.5816,3.3981,0.4654,1.9522
"Presidio County, TX",48377,19.0813,1.7835,49.39,29.4372,7.7135,8.4219,4.329,0,0.4726,84.0896
"Presque Isle County, MI",26141,17.6842,19.0522,27.6682,45.826,12.5572,8.0662,2.4833,1.0215,0.4352,1.6972
"Preston County, WV",54077,17.2367,51.9302,23.5232,40.805,12.3197,12.8086,6.6161,1.6377,0.4291,3.1846
"Price County, WI",55099,16.3636,10.5274,31.8706,42.6359,10.993,6.8934,3.7048,1.8828,0.4159,2.2194
"Prince Edward County, VA",51147,27.8819,65.2386,32.2425,27.675,18.654,14.4707,2.3478,3.4291,0.4566,5.5013
"Prince George County, VA",51149,24.5982,144.832,23.3748,31.8763,19.7939,11.4384,7.8574,3.4435,0.3902,8.7484
"Prince George's County, MD",24033,33.2776,1902.3964,28.7974,28.2765,16.379,12.6235,7.1418,3.4917,0.3994,19.9593
"Prince William County, VA",51153,40.8318,1413.4043,18.4765,27.6029,17.3452,18.6346,9.5862,4.0276,0.3875,24.6212
"Prince of Wales-Hyder Census Area, AK",2198,19.058,1.2322,30,34.2798,12.3045,11.3169,5.144,3.1687,0.4326,4.5483
"Providence County, RI",44007,28.7953,1560.4441,32.3924,30.2708,15.7911,12.1289,5.8042,1.8069,0.4726,24.3235
"Prowers County, CO",8099,19.3338,7.2662,31.2005,31.8708,14.4627,9.0595,6.3579,4.8751,0.4428,39.7816
"Pueblo County, CO",8101,21.8071,70.4598,29.7391,33.5337,15.0299,12.2207,4.6825,2.5009,0.4547,43.4168
"Pulaski County, AR",5119,34.4391,520.7757,32.6583,31.6141,15.3834,11.3385,5.3227,2.0048,0.509,6.9944
"Pulaski County, GA",13235,13.8517,44.5797,26.4929,36.7807,17.4267,11.8621,6.1075,0.3529,0.446,2.5378
"Pulaski County, IL",17153,12.4546,26.7616,30.5989,39.1042,16.457,5.4857,4.7811,1.7614,0.4972,2.6247
"Pulaski County, IN",18131,13.1539,28.3553,31.686,34.4767,15.814,11.5891,4.3411,0.6783,0.4043,3.4968
"Pulaski County, KY",21199,16.9225,98.2609,27.8525,36.6012,14.2098,11.7034,5.933,1.6498,0.5151,3.0002
"Pulaski County, MO",29169,28.9915,94.8252,24.7468,34.9899,13.7407,15.5773,6.8737,1.7758,0.3882,11.756
"Pulaski County, VA",51155,20.5259,106.2662,30.1437,38.2335,13.8463,8.5202,5.7218,2.2082,0.4271,2.1772
"Pushmataha County, OK",40127,14.9296,7.9253,27.7038,40.2242,13.2913,8.0355,6.5172,1.8454,0.4864,4.774
"Putnam County, FL",12107,12.4929,100.7327,31.6122,38.0424,12.1327,9.2008,4.9677,1.7234,0.4584,11.5603
"Putnam County, GA",13237,25.2799,63.534,27.1297,41.0412,15.8486,8.9478,4.0612,1.9481,0.4855,7.6488
"Putnam County, IL",17155,17.0033,35.4785,26.9117,45.3739,12.3785,7.5623,3.2953,1.3519,0.3998,6.743
"Putnam County, IN",18133,17.6068,77.6485,25.1677,36.8717,16.9251,10.5791,5.1345,3.2523,0.3851,2.1574
"Putnam County, MO",29171,19.822,9.1375,31.2288,47.5221,7.332,7.4678,2.7155,0.2037,0.4435,0.3808
"Putnam County, NY",36079,39.4634,427.8578,22.73,33.8376,17.7453,15.5976,5.9742,2.1134,0.4229,16.3983
"Putnam County, OH",39137,20.6698,69.9749,21.4034,41.5412,11.7052,11.3233,9.0017,2.6586,0.3961,7.4246
"Putnam County, TN",47141,26.6769,197.4738,29.3562,37.0153,16.1353,8.7497,5.7327,1.6996,0.4779,6.9665
"Putnam County, WV",54079,26.5055,164.2394,24.9907,34.657,19.011,11.6051,7.0377,1.3516,0.4372,1.5183
"Quay County, NM",35037,16.4909,2.8215,50.2813,34.4937,3.0239,4.9578,3.3755,1.9339,0.4462,47.2561
"Quebradillas Municipio, PR",72115,17.7028,1007.6442,31.0559,35.4962,16.6512,12.3299,3.4756,0.5683,0.5081,98.1143
"Queen Anne's County, MD",24035,35.9291,134.943,23.6336,37.1544,15.9507,13.5155,5.4658,2.5043,0.4181,4.4102
"Queens County, NY",36081,31.6852,21070.8937,24.8935,27.677,17.5914,15.2958,7.813,3.3192,0.4518,28.3592
"Quitman County, GA",13239,7.9933,14.9963,28.4472,38.1366,10.3106,12.795,3.354,5.2174,0.4874,0.7937
"Quitman County, MS",28119,9.3968,17.1205,37.8343,25.3219,15.9789,11.72,3.4335,1.6177,0.4643,1.8316
"Rabun County, GA",13241,23.2831,45.3018,30.7834,45.067,7.7728,7.4034,4.2635,2.0933,0.5086,8.874
"Racine County, WI",55101,25.3287,589.8258,25.1485,34.7619,16.4444,13.477,6.4701,1.8015,0.4366,14.1184
"Radford city, VA",51750,38.531,1867.8453,43.5735,26.9913,12.2375,8.5807,4.4714,3.4214,0.5438,2.9047
"Rains County, TX",48379,14.3286,52.5554,26.0742,37.8336,16.4405,12.5283,6.2867,0.4523,0.456,9.5613
"Raleigh County, WV",54081,18.5327,121.7544,25.9727,35.7355,17.2861,11.7664,5.817,1.9099,0.4642,2.0989
"Ralls County, MO",29173,15.6168,21.7439,24.5653,39.4188,11.4506,16.7909,3.1048,2.4093,0.4127,1.3607
"Ramsey County, MN",27123,42.0334,3639.9918,32.5336,30.717,14.1469,11.4446,5.4808,2.7397,0.46,8.1768
"Ramsey County, ND",38071,28.5223,9.7665,34.0417,38.125,9.8333,8.0417,5.7708,2.6042,0.4775,3.7661
"Randall County, TX",48381,32.4985,151.1426,26.8742,34.9224,14.8555,14.2735,6.1746,1.6141,0.4263,23.1354
"Randolph County, AL",1111,15.8736,38.9045,30.1576,38.5873,15.61,7.6474,4.5417,2.0198,0.4815,3.2631
"Randolph County, AR",5121,13.9253,27.0245,30.1091,30.0283,17.082,10.7908,7.3959,2.4518,0.4756,2.3034
"Randolph County, GA",13243,9.3237,15.9562,31.3622,38.2545,12.7243,9.6248,1.8352,2.447,0.45,2.2099
"Randolph County, IL",17157,13.8771,55.5471,30.2731,37.1185,12.1059,12.148,3.7009,2.4701,0.4295,3.7203
"Randolph County, IN",18135,15.5744,54.3217,30.7936,37.5519,10.944,11.0825,5.3038,2.1769,0.4215,4.285
"Randolph County, MO",29175,15.6361,51.2625,29.782,35.443,12.1308,14.8383,4.278,1.2072,0.4139,2.251
"Randolph County, NC",37151,16.3194,183.4503,27.2028,33.9281,16.6824,11.8721,6.5561,1.8662,0.4284,12.0451
"Randolph County, WV",54083,15.1805,27.6262,33.9194,35.9904,12.095,10.6499,4.1973,1.0033,0.4935,1.2046
"Rankin County, MS",28121,28.8981,200.784,25.0763,33.5322,16.6784,14.023,6.0357,3.7787,0.4082,3.0859
"Ransom County, ND",38073,20.2948,6.0872,33.235,36.9419,11.3311,9.9832,4.1702,0.7582,0.4093,2.1333
"Rapides Parish, LA",22079,21.6901,98.8447,27.5743,33.1389,18.1594,12.9808,3.9914,2.1213,0.4839,3.7561
"Rappahannock County, VA",51157,33.4994,27.4315,31.3031,34.2931,23.9572,1.698,3.5807,2.3256,0.4633,4.8173
"Ravalli County, MT",30081,29.0591,18.0724,24.3268,45.5062,12.9474,10.175,3.9257,1.3976,0.458,3.712
"Rawlins County, KS",20153,23.7542,2.3125,28.8579,39.2328,9.6774,11.5083,4.9695,0.1744,0.4191,8.6535
"Ray County, MO",29177,14.65,39.9765,24.0165,37.9861,13.5449,11.0527,9.5664,2.1234,0.4005,2.6914
"Reagan County, TX",48383,9.779,3.3012,15.4291,25.1688,21.6008,20.8293,12.8255,2.893,0.3476,71.6753
"Real County, TX",48385,15.5025,4.9059,47.482,26.7086,13.4892,8.0036,0.4496,1.9784,0.4533,26.0641
"Red Lake County, MN",27125,16.8576,9.1997,26.5366,41.7258,9.279,13.357,4.8463,2.1277,0.4109,4.2986
"Red River County, TX",48387,12.436,11.4717,30.7361,39.9016,9.35,11.6875,5.6592,1.8454,0.4449,7.8246
"Red River Parish, LA",22081,13.8143,21.6556,39.5618,27.1759,14.6987,12.5685,2.1302,2.2824,0.5533,2.9077
"Red Willow County, NE",31145,19.8803,14.8967,30.0593,43.4822,9.1841,7.1103,4.4667,3.8742,0.4352,6.5443
"Redwood County, MN",27127,19.1786,17.0686,29.1385,38.9746,10.5432,8.6628,6.0109,3.6805,0.4099,4.2878
"Reeves County, TX",48389,12.5495,6.1206,21.502,31.582,20.1599,16.0765,4.7116,4.3689,0.4465,74.3831
"Refugio County, TX",48391,12.9908,9.2357,28.5773,33.6907,17.6495,10.7629,6.4742,0.7835,0.4406,51.068
"Reno County, KS",20155,20.9547,49.65,30.4015,37.242,13.2054,9.3679,5.2402,1.697,0.4402,10.8061
"Rensselaer County, NY",36083,32.2594,243.4986,31.5698,34.7698,14.742,11.0783,4.2697,1.9635,0.4294,5.7071
"Renville County, MN",27129,13.9451,14.5923,29.7695,39.5256,11.0257,9.8229,5.9639,2.3722,0.4259,9.1194
"Renville County, ND",38075,20.3529,2.7312,25.8947,46.5263,15.1579,2.1053,5.4737,1.5789,0.3508,10.2671
"Republic County, KS",20157,27.831,6.3746,35.9241,36.15,10.3931,7.1396,6.2359,1.4008,0.4124,2.2961
"Reynolds County, MO",29179,15.2861,7.5426,23.8447,41.6699,13.5922,11.767,4.233,3.3398,0.4368,1.1643
"Rhea County, TN",47143,17.8759,104.2003,29.2195,34.8097,17.5749,11.2549,2.8863,2.0071,0.4506,5.5016
"Rice County, KS",20159,23.7307,13.0688,30.3521,35.1838,14.0838,8.4554,6.091,3.8808,0.4242,12.0851
"Rice County, MN",27131,27.6309,134.5983,27.1244,36.0666,13.97,13.5471,5.96,1.8515,0.4333,8.5947
"Rich County, UT",49033,25.5245,2.3599,25.0809,41.1003,8.5761,13.754,3.0744,4.8544,0.4211,13.2619
"Richardson County, NE",31147,17.7621,14.1798,32.4104,36.3192,11.7264,13.3822,3.9088,0.7872,0.432,2.2875
"Richland County, IL",17159,21.069,43.3153,31.1645,33.4748,13.1227,13.3113,5.9406,1.2416,0.4302,2.4367
"Richland County, MT",30083,20.52,5.439,35.9081,33.7418,11.4004,10.2407,4.6389,2.8884,0.409,6.0593
"Richland County, ND",38077,20.9082,11.3097,28.2175,42.6268,8.37,9.8945,7.3732,1.7883,0.4343,3.8554
"Richland County, OH",39139,19.3877,243.2083,29.3945,37.0951,12.2577,11.9,5.0444,2.0161,0.4284,2.4909
"Richland County, SC",45079,38.7504,552.321,32.6871,31.5952,14.1734,12.2444,5.6216,2.0087,0.4817,5.7606
"Richland County, WI",55103,19.938,29.5692,28.4679,42.1552,11.54,9.1556,5.0586,1.4491,0.4133,2.3598
"Richland Parish, LA",22083,13.1918,36.2659,31.3744,33.7773,15.1311,9.4467,6.4946,1.8674,0.4903,2.7885
"Richmond County, GA",13245,21.3879,624.3725,33.447,31.1955,14.9118,10.4004,5.4906,2.6808,0.4738,5.5357
"Richmond County, NC",37153,16.5786,93.7957,29.7393,35.7603,16.6339,10.324,4.363,2.0888,0.4655,6.9097
"Richmond County, NY",36085,34.3013,8284.4318,22.2677,27.5103,16.6247,17.9143,8.9702,3.553,0.4551,19.1567
"Richmond County, VA",51159,18.8167,46.0523,27.6328,40.0675,14.7375,9.9785,2.8247,1.2281,0.4466,7.496
"Richmond city, VA",51760,39.718,3896.2797,44.0261,32.4024,11.0205,6.5022,3.2626,1.4583,0.5448,7.259
"Riley County, KS",20161,45.1379,123.5918,31.1356,36.9079,13.2277,11.3337,3.8256,2.1462,0.4747,9.182
"Rinc??n Municipio, PR",72117,23.979,957.3142,42.0658,29.5502,14.8063,4.9979,6.9971,0.3748,0.4948,86.7744
"Ringgold County, IA",19159,21.4874,9.1578,27.3517,36.5542,13.8037,13.0368,3.681,3.0675,0.4236,3.1811
"Rio Arriba County, NM",35039,19.6529,6.5997,37.6956,38.1101,11.9533,7.0468,2.411,1.2182,0.5084,70.4628
"Rio Blanco County, CO",8103,22.0175,1.9299,33.3185,31.6258,8.686,15.4566,6.9042,1.4254,0.4096,11.0843
"Rio Grande County, CO",8105,24.045,12.0949,39.0089,30.9615,13.7865,8.0898,3.1554,3.6637,0.4661,44.6238
"Ripley County, IN",18137,18.5348,63.2292,28.7707,34.0713,12.833,14.2009,4.6976,2.8168,0.428,2.3098
"Ripley County, MO",29181,10.9952,21.2269,29.0527,32.0743,14.1282,13.1686,4.512,3.7566,0.4357,1.8708
"Ritchie County, WV",54085,11.1528,21.485,22.7681,41.3217,16.808,12.0948,3.99,1.995,0.4725,0.6796
"Riverside County, CA",6065,22.4327,342.5516,22.3253,29.1128,15.0314,15.1077,9.6494,4.7011,0.4572,49.805
"Roane County, TN",47145,20.1287,146.6497,28.0648,34.8914,17.1797,10.033,5.6396,1.8913,0.4799,2.6444
"Roane County, WV",54087,13.3119,28.3893,27.4348,39.728,12.477,8.5814,6.5968,3.9324,0.4588,1.486
"Roanoke County, VA",51161,35.2652,374.1696,27.0626,36.5709,15.3221,12.9248,4.5458,2.1589,0.4265,3.7484
"Roanoke city, VA",51770,23.0291,2347.2745,38.358,32.3719,11.549,8.5294,5.0746,1.598,0.4802,7.2068
"Roberts County, SD",46109,17.3317,9.3166,28.2696,36.0915,13.2797,9.5573,6.8662,2.3139,0.4584,4.3771
"Roberts County, TX",48393,20.3422,0.83,18.6131,45.9854,7.6642,21.8978,1.4599,2.5547,0.371,22.425
"Robertson County, KY",21201,15.943,20.7964,36.5912,33.0155,7.1514,9.8927,4.6484,4.8868,0.468,4.8604
"Robertson County, TN",47147,19.8459,150.2474,15.8421,40.103,18.4254,14.3505,6.0662,3.3176,0.424,7.6071
"Robertson County, TX",48395,15.2106,20.1647,24.6765,32.836,15.4514,9.6971,7.642,6.0283,0.4467,21.7944
"Robeson County, NC",37155,13.8999,138.9889,30.9334,30.9813,15.8515,11.3821,5.9019,2.6173,0.4882,9.4591
"Rock County, MN",27133,24.9682,19.2514,22.8412,38.4654,14.7632,9.0656,8.8883,3.1654,0.4168,3.5422
"Rock County, NE",31149,25.1546,1.3667,24.4792,50.3472,11.1111,7.8125,3.125,1.5625,0.4407,1.6691
"Rock County, WI",55105,22.5943,226.7301,28.8651,36.29,13.5717,11.8808,4.8902,2.6615,0.4128,9.4064
"Rock Island County, IL",17161,23.8797,333.7794,31.9097,36.0554,12.4921,11.1464,4.3777,2.2907,0.4286,13.6114
"Rockbridge County, VA",51163,27.1382,37.8967,26.6667,38.6845,11.2709,12.5084,7.369,1.9955,0.452,2.4196
"Rockcastle County, KY",21203,12.3193,52.8673,26.8417,36.3398,17.4826,10.8726,5.7143,1.0811,0.4805,1.4102
"Rockdale County, GA",13247,26.3131,702.2575,21.4786,31.4092,16.0897,14.8944,9.1699,4.7528,0.4229,10.9405
"Rockingham County, NC",37157,15.6645,159.807,30.3574,32.1457,17.4742,11.1517,4.4802,1.956,0.4498,7.0304
"Rockingham County, NH",33015,41.7969,446.451,22.9715,37.6563,16.5596,14.7094,4.9263,1.7363,0.4237,3.4176
"Rockingham County, VA",51165,26.9588,95.7002,23.9722,36.2176,17.1895,12.1731,4.3877,3.3411,0.4297,7.8611
"Rockland County, NY",36087,39.9482,1883.5913,21.3176,29.2324,15.0755,14.5624,7.7037,4.8701,0.4648,18.5085
"Rockwall County, TX",48397,41.9067,806.5114,16.4344,32.9061,16.9895,19.2384,10.0941,3.1644,0.3996,17.9869
"Roger Mills County, OK",40129,14.5409,3.1758,29.0137,40.4608,8.4233,8.8553,8.1353,2.9518,0.5526,8.4713
"Rogers County, OK",40131,25.1589,136.6909,21.9811,35.3309,17.1383,14.1871,6.6439,2.723,0.4233,5.2408
"Rolette County, ND",38079,18.9019,16.1526,26.2248,27.5549,18.9315,13.988,4.8991,4.0568,0.5003,0.7474
"Rooks County, KS",20163,24.1895,5.6259,33.8095,33.9048,12.2857,12.7619,3.7619,1.7619,0.4012,2.5549
"Roosevelt County, MT",30085,18.7976,4.7847,28.6872,30.2152,12.5974,12.4104,6.3299,4.6773,0.4745,5.885
"Roosevelt County, NM",35041,24.6729,7.5027,30.8436,31.9298,14.0604,10.3854,5.5944,3.8982,0.4456,43.1343
"Roscommon County, MI",26143,15.4918,45.6687,33.4798,46.3688,9.8981,5.4958,1.8039,0.673,0.4295,2.2154
"Roseau County, MN",27135,20.151,9.1259,27.3639,37.1651,15.6612,9.4901,4.9957,2.1953,0.397,1.5929
"Rosebud County, MT",30087,16.5178,1.813,23.1898,42.3353,11.2198,9.002,5.2185,5.5447,0.4245,6.5859
"Ross County, OH",39141,16.95,111.3848,24.8161,36.8581,14.8694,12.7218,5.8571,2.6287,0.4463,1.5749
"Routt County, CO",8107,49.2285,10.969,24.9897,40.6366,15.2026,11.606,5.1881,1.3849,0.4632,7.3874
"Rowan County, KY",21205,24.6999,89.5513,27.8189,31.0288,19.7766,11.7931,5.6202,0.7407,0.4943,2.0351
"Rowan County, NC",37159,19.0563,275.8504,26.4532,34.3686,16.4126,11.2931,7.1257,2.6712,0.4452,9.6285
"Runnels County, TX",48399,17.7257,9.673,27.2774,35.111,16.0245,8.7777,7.655,3.8275,0.4417,34.3858
"Rush County, IN",18139,13.0256,40.2991,23.5149,33.9454,17.6207,12.8838,7.3291,2.0676,0.406,2.0429
"Rush County, KS",20165,24.3788,4.1351,44.8578,30.2699,10.5033,7.4398,4.814,0.5835,0.4011,3.3019
"Rusk County, TX",48401,15.5641,58.2271,21.5152,36.8209,15.2617,13.7466,7.5152,3.135,0.4529,18.4094
"Rusk County, WI",55107,16.5564,15.3412,32.7084,40.3781,10.9235,6.7865,4.4469,1.7818,0.4087,2.2833
"Russell County, AL",1113,17.6354,90.2522,32.6579,34.6328,13.2726,11.5799,3.424,2.8768,0.4661,6.0553
"Russell County, KS",20167,24.5813,7.8318,30.3477,41.131,15.2792,5.2687,4.3906,2.4236,0.4309,3.9332
"Russell County, KY",21207,14.444,70.3292,29.1799,34.8397,15.4779,10.6411,4.8657,3.4508,0.4391,4.7248
"Russell County, VA",51167,12.583,56.2168,30.736,37.8614,15.9501,9.1908,3.9805,0.8074,0.466,1.3298
"Rutherford County, NC",37161,18.7509,117.3675,34.7377,36.5767,11.98,8.5092,4.4694,1.8352,0.4672,5.512
"Rutherford County, TN",47149,32.8896,536.4249,20.3566,33.1344,18.9139,16.2285,7.2659,2.3869,0.4065,8.5758
"Rutland County, VT",50021,31.1185,62.4272,34.4916,40.0112,12.1296,7.904,2.5961,1.29,0.4368,1.7951
"R??o Grande Municipio, PR",72119,23.102,791.5198,24.1488,34.41,21.4425,12.249,4.5464,0.7924,0.4762,99.0893
"Sabana Grande Municipio, PR",72121,18.3746,598.353,27.9194,36.5406,17.3931,11.4995,3.8788,1.3843,0.4856,99.5766
"Sabine County, TX",48403,19.2559,21.3418,27.2586,45.4606,11.4482,6.5766,6.333,1.0407,0.4969,5.4698
"Sabine Parish, LA",22085,13.4777,27.5714,31.1691,35.9434,14.3339,10.31,4.5786,1.9576,0.4771,4.2687
"Sac County, IA",19161,19.742,16.7698,26.8441,40.1027,12.6517,10.1541,5.4622,1.7974,0.4248,3.7333
"Sacramento County, CA",6067,30.9643,1610.2452,25.4207,31.1962,16.1576,14.0223,6.97,3.4135,0.4538,23.7896
"Sagadahoc County, ME",23023,37.566,140.0395,30.9252,35.3757,17.5738,11.046,2.7245,1.276,0.4125,2.3084
"Saginaw County, MI",26145,21.1939,236.4432,29.8661,34.6711,15.5947,11.4318,4.3786,2.2026,0.477,9.008
"Saguache County, CO",8109,20.1835,2.1294,33.6661,33.6317,15.4561,7.7453,3.0981,3.6145,0.4521,36.2235
"Salem County, NJ",34033,21.3407,186.1439,30.1506,32.0603,15.3066,13.0957,4.8122,2.126,0.4536,9.8439
"Salem city, VA",51775,28.2959,1761.6157,33.529,35.8768,13.2736,8.9589,5.6225,1.8124,0.4514,3.7887
"Salinas Municipio, PR",72123,17.6347,390.8663,28.0609,33.3333,18.2661,11.9308,5.3767,1.3025,0.4753,99.7272
"Saline County, AR",5125,28.1637,168.6849,24.5715,35.8842,16.7158,12.0269,6.4408,2.8165,0.399,5.5778
"Saline County, IL",17165,20.6723,62.1516,29.4408,31.7341,16.9684,11.9292,6.4977,1.4886,0.4692,2.4008
"Saline County, KS",20169,28.713,75.3261,34.6179,34.664,10.791,10.6481,5.7297,2.4892,0.437,12.3532
"Saline County, MO",29195,18.5863,30.1737,33.4612,33.8694,10.1806,11.5289,4.8615,3.8842,0.4346,11.8573
