Name,FIPS,"% Educational Attainment | Bachelor's degree or higher, 2021 [Estimated]","Population Density (per square mile), 2021 [Estimated]","% Household Size | 1-person household, 2021 [Estimated]","% Household Size | 2-person household, 2021 [Estimated]","% Household Size | 3-person household, 2021 [Estimated]","% Household Size | 4-person household, 2021 [Estimated]","% Household Size | 5-person household, 2021 [Estimated]","% Household Size | 6-person household, 2021 [Estimated]","# Gini Index Of Income Inequality [B19083] | Gini Index, 2019","% Hispanic or Latino | Hispanic or Latino, 2021 [Estimated]"
"Saline County, NE",31151,18.1328,24.7726,27.239,31.3366,9.2683,10.6927,12.3902,4.2927,0.4154,26.9039
"Salt Lake County, UT",49035,36.066,1565.346,22.3978,30.7008,15.4445,13.9673,8.4659,5.1157,0.4335,18.9306
"Saluda County, SC",45081,17.3499,45.2698,23.6886,41.1133,14.8019,8.7193,4.0039,4.8131,0.4444,16.3375
"Sampson County, NC",37163,13.7486,66.816,30.0654,31.6417,14.9601,11.3888,6.8179,2.7639,0.4685,20.9581
"San Augustine County, TX",48405,15.0959,15.1416,25.2977,42.2069,13.0722,15.2686,1.4819,1.2173,0.5069,7.6665
"San Benito County, CA",6069,19.7957,44.3704,13.7492,29.0978,19.0437,17.1661,10.578,6.3916,0.4054,60.6573
"San Bernardino County, CA",6071,21.3642,108.4509,17.7088,26.8776,17.521,16.6458,10.8954,5.5023,0.4375,54.4615
"San Diego County, CA",6073,39.0741,800.4712,23.0455,32.0854,17.071,14.719,7.317,3.1398,0.4627,34.2436
"San Francisco County, CA",6075,57.5533,19089.6837,34.2858,32.8116,14.8719,10.3107,4.0126,1.5692,0.5099,15.4883
"San Germ??n Municipio, PR",72125,23.9687,552.587,33.0174,29.7848,20.6802,10.7342,3.3567,1.2576,0.5532,99.1466
"San Jacinto County, TX",48407,11.5887,50.4354,31.9232,33.6334,11.8912,9.2509,6.6107,4.0004,0.4528,13.8941
"San Joaquin County, CA",6077,18.6989,544.9217,20.2541,27.3674,16.1185,15.532,11.1304,4.9677,0.4529,42.1038
"San Juan County, CO",8111,37.7637,1.4322,35.8974,42.8571,12.4542,0,6.5934,1.0989,0.3974,0
"San Juan County, NM",35045,14.8384,23.3896,24.8047,31.6031,15.0471,13.4912,7.3731,4.0548,0.4462,20.6238
"San Juan County, UT",49037,18.9882,1.9596,22.2782,30.6899,15.746,8.4804,10.6349,5.4091,0.4812,6.2777
"San Juan County, WA",53055,50.4112,98.504,30.1431,45.7471,9.4404,9.7007,2.5908,0.9819,0.5007,6.6546
"San Juan Municipio, PR",72127,36.9416,6637.4779,38.6334,28.5384,16.8245,10.0344,3.5664,1.1494,0.6194,97.446
"San Lorenzo Municipio, PR",72129,19.3592,676.8715,28.9447,31.1089,23.7116,9.0764,4.046,1.9108,0.4967,99.6662
"San Luis Obispo County, CA",6079,35.2364,86.4735,25.5982,39.606,14.1683,11.505,5.5144,2.0886,0.4496,23.1627
"San Mateo County, CA",6081,51.8515,1737.4647,20.9517,31.4731,18.5748,16.682,6.4873,2.8738,0.4849,24.1867
"San Miguel County, CO",8113,58.8159,6.3976,33.5991,39.8955,12.3453,10.2007,3.3269,0,0.5175,11.103
"San Miguel County, NM",35047,22.3326,5.788,40.1469,31.8337,9.4483,9.8489,5.6673,1.878,0.504,77.942
"San Patricio County, TX",48409,15.9995,97.5231,22.7889,28.7299,16.7656,14.079,9.568,4.381,0.4544,58.7984
"San Saba County, TX",48411,13.3759,5.3078,30.5502,37.0656,11.2452,8.9768,7.529,1.7375,0.4742,30.8165
"San Sebasti??n Municipio, PR",72131,19.248,503.514,23.9994,37.4047,18.4286,15.1513,3.8766,0.5475,0.5475,95.3524
"Sanborn County, SD",46111,22.2154,4.2372,22.0766,42.5403,13.5081,12.5,4.3347,1.7137,0.4412,4.7678
"Sanders County, MT",30089,18.034,4.2726,30.5248,44.9628,7.1788,8.8076,5.6304,1.1663,0.4625,3.1626
"Sandoval County, NM",35043,30.918,39.1692,22.7233,38.8168,15.3874,11.3416,6.3168,3.1107,0.4209,39.8584
"Sandusky County, OH",39143,16.9878,143.1344,26.9523,38.1963,13.7474,11.1757,5.276,3.0075,0.4041,10.7455
"Sangamon County, IL",17167,34.4009,225.6756,33.2963,35.5462,13.028,10.2314,4.2742,1.9539,0.4589,2.7385
"Sanilac County, MI",26151,15.0382,42.4561,27.6544,37.6904,13.4478,11.548,4.4364,2.6475,0.431,3.69
"Sanpete County, UT",49039,20.0162,19.2342,19.7268,30.0233,11.3073,14.0509,10.5965,8.0973,0.413,9.9441
"Santa Barbara County, CA",6083,33.9896,164.6324,22.5466,32.0138,14.6118,13.8993,8.0341,4.4232,0.4815,46.1663
"Santa Clara County, CA",6085,52.5333,1522.0819,19.6733,30.77,18.6094,17.4343,7.1804,3.1216,0.4664,25.2285
"Santa Cruz County, AZ",4023,19.2482,37.3303,21.0724,31.4591,16.5119,15.9394,9.6425,3.2629,0.4997,83.5554
"Santa Cruz County, CA",6087,40.4594,622.6087,25.2894,32.3893,15.3199,14.1726,6.3929,3.0443,0.4819,34.3828
"Santa Fe County, NM",35049,40.3957,78.7467,34.3269,36.7938,14.1329,7.2046,3.8657,1.9818,0.4882,51.3381
"Santa Isabel Municipio, PR",72133,23.9834,622.801,30.5664,29.206,23.5286,13.09,2.4986,0.2221,0.4927,99.3726
"Santa Rosa County, FL",12113,28.1894,178.7699,20.0281,38.1074,18.3219,13.2975,6.6039,1.9396,0.4196,6.0072
"Sarasota County, FL",12115,35.9789,778.661,31.2116,45.9677,11.0001,6.9538,2.6006,1.3097,0.4809,9.746
"Saratoga County, NY",36091,41.9844,285.1916,26.759,36.8913,16.1193,12.2737,4.8212,1.8778,0.4188,3.6783
"Sargent County, ND",38081,16.5096,4.5149,30.817,44.0021,9.1003,9.152,5.0155,0.7239,0.3836,4.1538
"Sarpy County, NE",31153,41.2188,786.3581,21.6439,32.7522,15.9871,15.1693,8.5427,3.3746,0.3868,10.1371
"Sauk County, WI",55111,24.8082,77.3129,28.0843,37.9361,12.8949,12.3634,5.4611,1.3737,0.4161,5.6495
"Saunders County, NE",31155,25.7105,28.3375,26.8459,39.7093,11.0291,10.7868,6.0914,2.5496,0.4004,2.5668
"Sawyer County, WI",55113,23.9931,12.9768,27.478,44.2284,9.2848,11.5182,4.5922,1.3049,0.4966,3.2047
"Schenectady County, NY",36093,32.1529,757.5968,34.2878,33.0463,14.7284,10.7297,4.298,1.4713,0.4348,7.976
"Schleicher County, TX",48413,14.6029,2.1936,36.0146,34.8263,12.0658,4.479,9.415,2.3766,0.414,54.4348
"Schley County, GA",13249,11.581,31.8677,18.5225,37.3662,22.6981,16.4882,3.1585,0.6959,0.444,6.9186
"Schoharie County, NY",36095,23.4193,49.6624,29.7889,40.1297,12.752,9.9138,4.3007,1.6207,0.424,3.6398
"Schoolcraft County, MI",26153,16.6066,6.743,31.1183,41.4227,11.1827,10.6265,3.7471,0.644,0.4262,1.2402
"Schuyler County, IL",17169,21.0186,15.5499,32.7554,43.4602,8.3302,8.594,3.9578,1.6585,0.3828,0.9706
"Schuyler County, MO",29197,12.2064,15.0665,35.89,30.6802,17.5832,6.1505,6.3676,1.1577,0.4412,1.9006
"Schuyler County, NY",36097,24.8879,53.6755,27.5448,42.722,13.5818,7.8498,4.1084,1.5813,0.4178,2.3661
"Schuylkill County, PA",42107,17.0194,180.7633,29.2205,35.2389,15.8625,12.243,4.1873,1.5481,0.4303,5.0061
"Scioto County, OH",39145,16.1262,122.834,28.3208,33.4505,16.1895,12.4694,4.9088,2.7022,0.4891,1.7984
"Scotland County, MO",29199,12.7025,11.2598,29.1548,36.4719,7.8843,7.6574,9.4158,4.3108,0.5092,0
"Scotland County, NC",37165,15.98,108.482,29.6979,34.2018,13.7422,11.229,6.3331,2.3365,0.467,3.6914
"Scott County, AR",5127,9.0976,11.3227,37.8859,31.3448,10.7274,6.9597,7.9801,1.0204,0.4331,9.6991
"Scott County, IA",19163,31.1288,379.6185,30.5162,34.3543,12.7278,12.959,5.9536,1.9402,0.4614,7.2692
"Scott County, IL",17171,17.605,19.5463,25.6647,39.6636,13.5648,11.8828,5.86,2.1161,0.3907,1.1424
"Scott County, IN",18143,12.0771,124.6474,24.1606,37.981,17.0106,8.2655,7.15,3.2794,0.4076,3.2276
"Scott County, KS",20171,27.6963,6.8758,21.4363,38.0849,11.9151,12.0783,6.5288,4.0261,0.3592,17.1058
"Scott County, KY",21209,28.2345,201.8153,19.9458,36.4138,16.1829,15.6687,7.3903,2.6831,0.4126,4.4913
"Scott County, MN",27139,40.0083,419.0833,17.9441,31.3808,17.6542,18.8197,8.0596,3.1274,0.4009,6.0074
"Scott County, MO",29201,17.0557,91.69,27.9932,33.8948,17.0975,9.7206,5.4511,2.7027,0.4863,2.9214
"Scott County, MS",28123,12.0105,46.667,28.6788,29.6775,11.9471,20.175,4.9272,2.5017,0.534,12.708
"Scott County, TN",47151,9.9117,41.1422,22.1816,36.916,20.4683,11.2964,5.8138,2.4786,0.4584,1.2831
"Scott County, VA",51169,14.5879,40.2144,35.6264,36.5102,10.5458,8.2766,6.4254,1.5168,0.4596,2.042
"Scotts Bluff County, NE",31157,23.6843,48.4152,30.5057,33.2758,12.69,15.0525,4.9392,1.8513,0.4517,24.7353
"Screven County, GA",13251,15.8992,21.4379,28.8386,33.9173,12.9724,12.5984,4.4094,3.937,0.4607,2.4848
"Scurry County, TX",48415,16.324,18.8891,29.7432,30.5876,14.4925,12.7865,5.118,3.1018,0.4133,41.0103
"Searcy County, AR",5129,11.8024,11.8317,24.582,39.073,15.6938,12.1443,3.1094,4.3708,0.4554,3.2234
"Sebastian County, AR",5131,21.2314,240.4245,29.3767,33.5589,16.2121,10.6885,5.0381,3.5407,0.4691,15.4848
"Sedgwick County, CO",8115,19.375,4.2168,41.3174,28.9421,11.8762,10.2794,2.8942,1.6966,0.5065,12.8083
"Sedgwick County, KS",20173,31.2328,518.7425,30.5947,31.8491,13.4576,11.4027,7.4091,3.064,0.4525,15.5464
"Seminole County, FL",12117,40.5194,1530.3341,24.9206,35.2176,16.6909,14.8345,5.1184,1.7873,0.4568,22.7261
"Seminole County, GA",13253,16.329,34.0664,33.1263,40.1065,8.6957,12.2449,2.3366,1.538,0.6006,3.3119
"Seminole County, OK",40133,14.5533,38.8018,27.7301,32.3965,16.1017,11.7464,6.4793,1.9202,0.4471,5.8807
"Seneca County, NY",36099,21.3537,105.1313,27.522,40.2027,12.636,10.8255,4.217,1.6391,0.4376,3.9287
"Seneca County, OH",39147,17.3619,99.8972,28.1621,36.1209,13.2383,11.576,7.0533,2.1638,0.4276,5.5172
"Sequatchie County, TN",47153,16.3008,56.0013,16.0724,44.2638,19.1022,11.5093,5.8008,1.0345,0.4046,3.6338
"Sequoyah County, OK",40135,14.3097,61.8435,24.6709,36.0159,13.528,13.2999,6.588,2.8933,0.4374,4.6194
"Sevier County, AR",5133,14.4258,30.1413,21.6263,32.9445,10.9873,12.7634,12.7634,4.7536,0.4595,34.7262
"Sevier County, TN",47155,17.8294,166.8673,23.1745,40.0338,14.4753,13.6682,4.6714,2.2606,0.4242,6.5118
"Sevier County, UT",49041,18.5994,11.2215,18.8353,37.3494,17.1486,9.2771,10.2945,3.3869,0.4135,5.6488
"Seward County, KS",20175,10.5407,34.6,23.6434,23.3804,22.01,13.6213,9.4131,5.0664,0.4053,63.0716
"Seward County, NE",31159,30.5438,30.1612,26.7735,39.0324,11.4871,13.6984,4.1704,2.4191,0.3952,2.9301
"Shackelford County, TX",48417,30.8496,3.5831,31.0345,32.9228,17.1593,8.9491,2.6273,2.6273,0.4317,12.0574
"Shannon County, MO",29203,14.6869,8.1469,25.2255,44.1363,10.3575,12.429,2.7063,3.5416,0.4183,2.2622
"Sharkey County, MS",28125,19.6385,9.7772,39.4828,31.7241,7.8736,9.2529,6.092,4.5977,0.4998,0.1895
"Sharp County, AR",5135,11.2156,28.3502,37.2105,33.4657,10.8773,9.2365,4.8697,1.6144,0.4769,3.1865
"Shasta County, CA",6089,23.5306,47.4739,27.1885,35.9858,14.2305,12.1572,6.1584,2.2651,0.4588,10.9297
"Shawano County, WI",55115,15.9277,45.366,28.9444,41.0608,12.0929,8.8658,5.0871,2.1299,0.4187,2.9441
"Shawnee County, KS",20177,31.8146,326.295,33.4652,32.9715,13.2201,11.5137,5.1498,2.0881,0.442,13.3343
"Sheboygan County, WI",55117,25.1105,225.0708,30.2498,35.5771,14.515,10.7152,4.6891,2.2975,0.4092,6.8045
"Shelby County, AL",1117,42.8615,278.367,24.4716,35.7631,17.17,14.421,5.1213,1.6706,0.4392,6.1269
"Shelby County, IA",19165,21.6993,19.2847,29.5386,39.4448,10.5852,10.5253,4.7933,2.9958,0.4265,4.4764
"Shelby County, IL",17173,17.3076,28.4057,27.4574,40.1868,13.2073,10.2748,3.8558,3.4756,0.394,1.3599
"Shelby County, IN",18145,20.7817,107.9928,25.6439,38.7885,14.4907,11.7762,5.4625,2.2195,0.4057,4.5023
"Shelby County, KY",21211,25.0446,129.0108,24.5161,32.0923,16.1586,13.6135,7.9964,2.5333,0.4546,10.2643
"Shelby County, MO",29205,20.473,11.8376,28.9408,40.5338,11.176,7.1726,7.7565,2.6272,0.4285,2.1589
"Shelby County, OH",39149,18.9025,119.1526,25.9477,34.5502,15.5524,11.3673,7.382,2.8081,0.3917,1.8259
"Shelby County, TN",47157,31.7456,1226.1725,32.5588,31.4555,14.9863,11.3967,5.0813,2.5088,0.5115,7.0693
"Shelby County, TX",48419,13.0019,31.6721,24.0558,31.8472,13.4942,11.6438,11.1352,4.2528,0.4653,18.4816
"Shenandoah County, VA",51171,20.8087,85.4524,30.7062,36.8107,12.1632,9.6928,7.0962,1.989,0.4119,7.9118
"Sherburne County, MN",27141,26.8535,222.513,17.273,37.8458,14.8974,17.6664,7.9686,2.5952,0.3661,2.8964
"Sheridan County, KS",20179,21.5934,2.7747,29.115,41.1504,11.1504,8.4956,3.1858,5.1327,0.4401,5.7522
"Sheridan County, MT",30091,24.736,2.0492,35.0121,41.8689,6.0073,9.466,2.1238,3.7015,0.4567,4.4554
"Sheridan County, ND",38083,12.0859,1.4925,42.6862,36.3032,5.8511,5.984,5.3191,2.6596,0.4218,0
"Sheridan County, NE",31161,21.9432,2.1266,38.5435,33.7034,10.968,8.3481,2.0426,3.508,0.481,6.0489
"Sheridan County, WY",56033,31.7074,12.0125,29.9301,38.6613,13.1151,9.9081,4.3987,2.2067,0.4313,4.3514
"Sherman County, KS",20181,22.838,5.565,26.4838,33.2788,15.6365,12.28,8.2685,0.9005,0.4057,13.5103
"Sherman County, NE",31163,22.207,5.2772,29.7716,44.1415,10.9801,4.4952,4.79,4.1268,0.4203,2.5117
"Sherman County, OR",41055,18.3402,1.8382,31.9088,43.3048,8.9744,6.5527,7.4074,0.8547,0.4464,2.3118
"Sherman County, TX",48421,14.4555,3.3093,24.2283,22.4509,28.5313,9.261,8.1384,3.5547,0.5065,45.3504
"Shiawassee County, MI",26155,17.7804,127.9401,24.5989,40.0202,15.0238,11.2841,5.7161,1.6332,0.4036,3.2769
"Shoshone County, ID",16079,10.3137,4.766,28.1466,44.3613,12.5491,7.3499,4.582,0.9351,0.4429,3.9618
"Sibley County, MN",27143,16.2881,25.1565,27.1793,38.9625,11.8827,10.8386,6.8943,1.823,0.4089,9.7752
"Sierra County, CA",6091,17.3709,3.1222,36.4632,39.5149,7.903,10.6416,3.5211,0.939,0.4594,12.6008
"Sierra County, NM",35051,22.9426,2.5603,50.0954,29.8699,7.7537,6.4354,2.1683,0.9193,0.5346,31.135
"Silver Bow County, MT",30093,27.0481,48.6362,40.2975,29.3554,13.0327,11.4111,2.4725,1.7355,0.471,4.9485
"Simpson County, KY",21213,12.79,78.5763,23.7187,36.119,18.4226,8.4567,9.5245,2.4203,0.4271,2.7876
"Simpson County, MS",28127,16.4022,45.281,27.9814,33.0225,17.6279,9.0525,6.3096,2.9922,0.4773,0.0262
"Sioux County, IA",19167,29.4171,45.6184,23.1177,36.6975,11.7798,10.2692,12.4387,3.9454,0.3859,12.0179
"Sioux County, ND",38085,14.4163,4.0135,20.6434,23.5925,19.2136,11.3494,8.4004,5.9875,0.5093,5.033
"Sioux County, NE",31165,28.8783,0.5932,27.2887,45.0704,9.8592,7.9225,6.8662,0.7042,0.3977,2.7732
"Siskiyou County, CA",6093,23.0631,6.8846,33.5082,39.0747,11.8029,9.0612,3.0014,2.1965,0.4772,13.1029
"Sitka City and Borough, AK",2220,33.1695,2.9599,31.9375,34.2546,15.1312,12.4791,2.2334,2.0101,0.4185,6.9923
"Skagit County, WA",53057,26.6091,74.3258,24.8748,37.4741,12.8387,13.082,6.002,3.18,0.4319,18.9199
"Skagway Municipality, AK",2230,27.8912,2.6479,30.2703,40.5405,11.3514,11.6216,4.0541,0.5405,0.3023,6.0923
"Skamania County, WA",53059,24.8367,7.2461,19.0872,48.1136,12.6775,11.5619,5.0507,1.9878,0.4084,6.5829
"Slope County, ND",38087,25.4613,0.627,26.6667,41.8182,10,9.3939,10.6061,0.6061,0.3988,0
"Smith County, KS",20183,21.9882,3.9968,25.5294,45.5294,9,9.4118,7.0588,1.8824,0.4458,2.375
"Smith County, MS",28129,12.1894,24.9706,29.3817,35.177,13.4754,14.867,4.8265,0.7222,0.4958,2.933
"Smith County, TN",47159,15.3807,63.4881,25.7417,37.1882,14.9383,11.5778,4.5944,2.901,0.5148,2.8165
"Smith County, TX",48423,26.3087,252.2407,24.9859,35.6205,14.3147,13.1688,6.3113,3.2585,0.4667,20.7221
"Smyth County, VA",51173,14.0601,67.174,30.9447,31.8711,15.3456,12.7959,4.9727,2.518,0.4302,2.4803
"Snohomish County, WA",53061,33.1817,395.6321,21.9569,34.1842,17.0459,15.2841,6.2751,2.9857,0.4045,10.9522
"Snyder County, PA",42109,20.3596,124.0939,24.9379,37.4572,16.102,10.1644,6.5683,2.2341,0.4132,2.6201
"Socorro County, NM",35053,21.8399,2.485,42.2499,33.9126,9.5585,6.5054,4.2743,0.2818,0.4472,50.115
"Solano County, CA",6095,27.1698,548.2651,21.819,31.4491,17.5963,14.2707,8.0785,3.7989,0.4207,27.3299
"Somerset County, MD",24039,15.276,79.9503,27.6273,35.4858,17.2583,11.7819,3.2929,2.5339,0.4665,3.857
"Somerset County, ME",23025,17.2617,12.7223,27.3438,42.0303,12.8525,9.5179,4.497,1.9865,0.4448,1.326
"Somerset County, NJ",34035,54.4519,1092.8906,23.5584,31.1413,18.7531,16.2979,6.5736,2.0897,0.4565,15.2958
"Somerset County, PA",42111,16.07,68.1747,28.3107,39.1824,13.8973,10.9998,4.3682,1.2717,0.424,1.8882
"Somervell County, TX",48425,25.9359,47.9225,16.5292,33.8172,16.3312,22.5338,3.2333,1.9466,0.4475,18.3303
"Sonoma County, CA",6097,35.4526,320.0645,26.7376,34.0249,15.4646,12.8052,6.3891,2.4065,0.4536,27.8881
"Southampton County, VA",51175,20.3614,29.3009,25.0853,38.062,16.3411,12.186,6.2791,0.8682,0.3925,2.2441
"Southeast Fairbanks Census Area, AK",2240,19.1654,0.2729,25.805,38.3673,11.9274,8.8435,9.5692,1.1338,0.4058,4.3851
"Spalding County, GA",13255,18.1179,335.9861,27.0185,35.0884,15.2542,12.1769,5.3532,2.2839,0.4536,5.1191
"Spartanburg County, SC",45083,24.7365,389.8399,27.4088,34.5066,16.6396,11.0917,5.6321,2.7546,0.4573,7.8268
"Spencer County, IN",18147,15.0813,50.9517,27.1523,36.5465,14.7044,12.2639,5.8254,1.7292,0.4418,3.1708
"Spencer County, KY",21215,20.8312,102.4189,13.1629,40.263,12.4032,21.7969,3.9445,6.9978,0.3922,3.3309
"Spink County, SD",46115,21.4932,4.2933,31.4384,40.7097,7.4399,10.6066,5.4941,1.4498,0.4761,4.0744
"Spokane County, WA",53063,31.3242,292.9382,28.5705,33.8368,15.3092,11.7532,5.7052,2.3896,0.4545,6.3834
"Spotsylvania County, VA",51177,32.435,336.8863,19.106,33.0764,17.7635,15.3174,7.26,4.1192,0.3919,10.771
"St. Bernard Parish, LA",22087,11.4951,127.5801,25.7118,31.0177,16.1548,13.6765,7.6852,3.6581,0.444,10.616
"St. Charles County, MO",29183,39.7209,721.5727,22.8365,35.854,16.5844,15.105,5.8728,2.2551,0.3962,3.6857
"St. Charles Parish, LA",22089,27.2622,190.1992,19.923,34.4607,20.4485,15.7917,5.1616,2.4975,0.4358,6.5988
"St. Clair County, AL",1115,16.8881,140.7991,23.9257,35.5291,17.9264,12.3658,5.7162,2.9779,0.4065,2.7978
"St. Clair County, IL",17163,28.4782,395.271,32.9938,32.382,13.8982,11.8262,5.3147,1.8075,0.4688,4.5697
"St. Clair County, MI",26147,18.9924,219.9641,28.0274,34.3022,16.2963,10.9991,6.3273,2.3351,0.4342,3.8848
"St. Clair County, MO",29185,15.5543,13.7456,32.451,41.0778,11.2739,7.4923,4.3961,1.9381,0.4196,1.3149
"St. Croix County, WI",55109,35.7667,124.43,23.5257,36.4554,15.2404,14.5065,6.7057,2.3767,0.4006,2.7955
"St. Francis County, AR",5123,10.2684,39.7032,33.6636,32.0267,12.3089,11.2643,7.2044,1.3677,0.4908,4.6742
"St. Francois County, MO",29187,14.0605,147.9264,27.4219,34.2612,14.3714,12.6575,6.1626,2.5728,0.4185,1.8954
"St. Helena Parish, LA",22091,18.5825,24.5147,24.1734,31.0298,30.7046,9.1057,2.6558,1.626,0.4986,2.0475
"St. James Parish, LA",22093,15.3841,86.9415,23.5025,33.1284,17.3162,14.9882,7.9126,1.2817,0.4592,2.1551
"St. John the Baptist Parish, LA",22095,15.7502,199.818,20.6113,35.5905,17.186,15.19,5.7572,3.2343,0.4469,6.9329
"St. Johns County, FL",12109,44.8564,435.1269,20.4271,39.7463,16.7013,15.1311,5.1696,1.9266,0.4667,7.6836
"St. Joseph County, IN",18141,29.4887,593.2375,31.2794,33.4135,13.0516,11.7998,5.9719,2.2741,0.4689,9.5196
"St. Joseph County, MI",26149,16.5558,121.3634,25.9149,37.0161,13.8175,8.9175,6.9575,3.9281,0.4217,8.7484
"St. Landry Parish, LA",22097,16.0337,89.8894,29.855,31.0954,16.9626,10.2421,7.0531,2.7268,0.5099,2.6719
"St. Lawrence County, NY",36089,24.212,40.0444,29.0399,35.9391,14.2059,10.4663,4.8879,2.0712,0.4421,2.6244
"St. Louis County, MN",27137,29.6919,31.9324,34.2154,36.1288,11.0909,10.4714,4.6879,1.6311,0.4454,2.0587
"St. Louis County, MO",29189,43.5211,1961.6094,30.512,33.6207,15.3063,12.1516,5.2047,1.765,0.4919,3.4608
"St. Louis city, MO",29510,36.5794,4925.6295,44.8327,30.2288,11.2356,7.2334,3.4574,1.2528,0.5048,4.87
"St. Lucie County, FL",12111,21.7206,567.9606,25.015,38.9625,14.9804,11.6155,4.9578,3.1687,0.4416,19.98
"St. Martin Parish, LA",22099,15.4468,73.4541,25.0639,32.0331,16.726,13.5222,8.2677,3.0033,0.4713,3.4865
"St. Mary Parish, LA",22101,9.9434,89.7235,45.1694,29.8692,13.7244,5.7936,2.1269,1.5295,0.4689,8.1988
"St. Mary's County, MD",24037,31.7055,316.6208,25.2189,31.998,16.4776,13.9924,7.1773,3.188,0.4029,5.829
"St. Tammany Parish, LA",22103,34.8091,309.0647,25.411,33.5674,16.6013,13.7137,6.6845,2.3314,0.4638,6.1178
"Stafford County, KS",20185,25.8224,5.1904,26.4838,36.1142,19.037,8.6226,4.6473,2.3516,0.4456,13.9625
"Stafford County, VA",51179,40.9676,561.7099,15.2563,31.0059,18.9102,17.0576,10.1777,4.2168,0.3674,14.1474
"Stanislaus County, CA",6099,17.2066,368.5645,20.0062,28.3481,16.6539,16.5283,9.7395,4.7412,0.4396,47.642
"Stanley County, SD",46117,33.7562,2.1074,17.9583,48.8077,12.8167,12.5186,7.079,0.3726,0.4557,3.1537
"Stanly County, NC",37167,17.272,156.8027,23.2279,37.7313,16.2981,12.1077,5.822,2.9282,0.4205,4.7145
"Stanton County, KS",20187,17.4727,2.9382,31.856,49.723,4.2936,11.6343,0,0,0.4214,42.021
"Stanton County, NE",31167,16.5527,13.8047,20.4131,43.3374,17.9425,7.3714,6.7234,2.5516,0.3545,5.6751
"Stark County, IL",17175,17.1179,17.9595,31.127,34.8837,10.3757,11.6279,6.1717,2.8623,0.4554,2.1647
"Stark County, ND",38089,21.4026,24.3656,34.2407,35.3172,10.1423,10.1038,5.8977,2.8758,0.4533,6.4902
"Stark County, OH",39151,23.1578,645.5672,29.5698,35.2967,14.6522,11.8174,4.8448,1.9007,0.4409,2.5272
"Starke County, IN",18149,11.5726,73.8361,22.8286,38.9671,11.6901,14.4366,5.9272,2.9577,0.4314,3.9735
"Starr County, TX",48427,10.5284,53.065,20.5256,27.0372,19.984,12.8939,10.6659,4.8991,0.5096,99.1804
"Staunton city, VA",51790,34.2824,1234.6584,36.3903,31.8996,13.5197,12.1175,2.757,1.8285,0.4382,3.4682
"Ste. Genevieve County, MO",29186,21.6069,35.5923,20.4444,38.1186,15.6255,12.6244,7.6324,1.9478,0.4004,1.8293
"Stearns County, MN",27145,28.3331,120.1328,27.8244,35.1779,13.4635,12.8343,5.961,2.3711,0.4312,3.7281
"Steele County, MN",27147,25.4138,85.6265,28.7413,36.8493,13.1779,11.5536,5.9195,1.502,0.4088,8.4645
"Steele County, ND",38091,36.4754,2.3759,30.6649,43.2836,8.4125,9.7693,2.4423,3.3921,0.3728,1.7139
"Stephens County, GA",13257,24.2338,143.9686,27.1988,31.3034,15.2453,15.2968,5.8122,2.9421,0.4525,3.8384
"Stephens County, OK",40137,16.8595,49.513,27.1163,38.3579,13.2166,12.4837,5.3289,1.8508,0.45,8.4714
"Stephens County, TX",48429,14.8739,10.2953,23.8141,34.766,21.9994,7.7682,7.5772,1.9421,0.4819,24.2851
"Stephenson County, IL",17177,20.0699,78.4923,31.1666,37.346,12.6387,11.0811,4.6523,1.6645,0.4363,5.1028
"Sterling County, TX",48431,4.6089,1.1793,23.6052,58.3691,5.5794,1.2876,4.5064,0.6438,0.339,53.3517
"Steuben County, IN",18151,21.7822,112.097,26.6897,40.4354,11.5688,11.8659,3.4692,4.1949,0.4003,4.1343
"Steuben County, NY",36101,24.044,68.5029,29.0083,36.525,13.9188,12.0925,4.28,2.1578,0.4533,1.9043
"Stevens County, KS",20189,11.7664,7.6341,22.0522,36.2245,15.3061,8.7868,3.6848,11.1111,0.4621,37.5
"Stevens County, MN",27149,30.2558,17.3808,28.1532,41.1036,7.0664,12.0777,6.25,3.2376,0.4854,7.8195
"Stevens County, WA",53065,19.4333,18.1953,25.3203,43.3857,11.3875,8.2419,6.2738,2.6954,0.4423,4.1573
"Stewart County, GA",13259,12.0463,13.9641,34.5085,37.8205,15.438,5.9829,3.7927,1.5491,0.488,15.8914
"Stewart County, TN",47161,15.964,29.2186,32.7956,35.2818,14.5568,6.9273,6.32,2.3534,0.403,3.5581
"Stillwater County, MT",30095,26.5083,5.309,25.7143,48.3578,12.737,4.9132,6.3551,1.1749,0.385,4.6441
"Stoddard County, MO",29207,13.315,35.411,29.1072,34.4091,12.2085,12.5986,6.7293,2.6775,0.4369,2.3738
"Stokes County, NC",37169,13.7377,100.803,28.022,38.1512,13.7312,14.0822,3.8919,1.2922,0.4239,4.1713
"Stone County, AR",5137,12.1411,20.484,26.6795,39.2574,14.3808,8.3494,7.3406,1.2449,0.4609,2.1895
"Stone County, MO",29209,19.6791,68.4938,23.7401,48.19,11.242,8.0278,6.249,0.866,0.4624,2.6752
"Stone County, MS",28131,16.7433,41.5525,27.9604,30.5175,18.8889,9.4673,8.7823,2.5114,0.4771,2.3337
"Stonewall County, TX",48433,12.1339,1.5595,37.9371,34.2657,10.4895,9.6154,4.3706,0,0.4414,20.154
